combine_strategy,rerank_strategy,update_strategy,persona,question_number,username,expected_chunk_id,neutral_question,priming_question_count,baseline_score,post_priming_score,delta,baseline_expected_rank,post_priming_expected_rank,baseline_chunk_ids,post_priming_chunk_ids
spherical-comb,cross-encoder,moving-average,biology,9,eval-biology-q09-spherical-comb,biology-7,How do fluctuations or random motion contribute to the behavior of the system?,30,0.000000,1.317529,1.317529,not retrieved,not retrieved,physics-4|physics-18|physics-11|physics-44|physics-13,physics-33|physics-11|biology-6|biology-11|biology-14
spherical-comb,cross-encoder,moving-average,chemistry,9,eval-chemistry-q09-spherical-comb,chemistry-8,How do fluctuations or random motion contribute to the behavior of the system?,30,0.000000,1.948459,1.948459,not retrieved,not retrieved,physics-4|physics-18|physics-11|physics-44|physics-13,physics-11|chemistry-1|chemistry-19|chemistry-17|chemistry-6
spherical-comb,cross-encoder,moving-average,physics,9,eval-physics-q09-spherical-comb,physics-4,How do fluctuations or random motion contribute to the behavior of the system?,30,11.948459,11.948459,0.000000,1,1,physics-4|physics-18|physics-11|physics-44|physics-13,physics-4|physics-11|physics-13|physics-28|physics-50
spherical-comb,cross-encoder,moving-average,biology,10,eval-biology-q10-spherical-comb,biology-2,How do potential differences or fields influence the movement of particles within a system?,30,0.000000,1.317529,1.317529,not retrieved,not retrieved,physics-8|physics-27|physics-20|chemistry-21|physics-6,physics-27|physics-40|biology-25|biology-16|biology-5
spherical-comb,cross-encoder,moving-average,chemistry,10,eval-chemistry-q10-spherical-comb,chemistry-30,How do potential differences or fields influence the movement of particles within a system?,30,0.430677,1.948459,1.517783,not retrieved,not retrieved,physics-8|physics-27|physics-20|chemistry-21|physics-6,physics-20|chemistry-2|chemistry-9|chemistry-1|chemistry-12
spherical-comb,cross-encoder,moving-average,physics,10,eval-physics-q10-spherical-comb,physics-8,How do potential differences or fields influence the movement of particles within a system?,30,11.517783,11.948459,0.430677,1,1,physics-8|physics-27|physics-20|chemistry-21|physics-6,physics-8|physics-27|physics-20|physics-50|physics-28
spherical-comb,cross-encoder,moving-average,biology,11,eval-biology-q11-spherical-comb,biology-3,How is the transfer of energy between different states or forms described?,30,0.000000,2.948459,2.948459,not retrieved,not retrieved,chemistry-37|chemistry-43|chemistry-47|chemistry-39|chemistry-22,biology-12|biology-16|biology-11|biology-19|biology-36
spherical-comb,cross-encoder,moving-average,chemistry,11,eval-chemistry-q11-spherical-comb,chemistry-1,How is the transfer of energy between different states or forms described?,30,2.948459,6.824548,3.876089,not retrieved,4,chemistry-37|chemistry-43|chemistry-47|chemistry-39|chemistry-22,chemistry-22|chemistry-4|chemistry-18|chemistry-1|chemistry-12
spherical-comb,cross-encoder,moving-average,physics,11,eval-physics-q11-spherical-comb,physics-3,How is the transfer of energy between different states or forms described?,30,0.000000,8.626827,8.626827,not retrieved,2,chemistry-37|chemistry-43|chemistry-47|chemistry-39|chemistry-22,physics-10|physics-3|physics-50|physics-9|physics-28
spherical-comb,cross-encoder,moving-average,biology,12,eval-biology-q12-spherical-comb,biology-11,"What is the significance of the ""transition state"" or ""activation energy"" in the context of reactions or changes?",30,0.000000,11.948459,11.948459,not retrieved,1,chemistry-7|chemistry-22|chemistry-37|chemistry-16|physics-11,biology-11|biology-14|biology-33|biology-5|biology-46
spherical-comb,cross-encoder,moving-average,chemistry,12,eval-chemistry-q12-spherical-comb,chemistry-7,"What is the significance of the ""transition state"" or ""activation energy"" in the context of reactions or changes?",30,11.561606,2.948459,-8.613147,1,not retrieved,chemistry-7|chemistry-22|chemistry-37|chemistry-16|physics-11,chemistry-22|chemistry-12|chemistry-18|chemistry-1|chemistry-16
spherical-comb,cross-encoder,moving-average,physics,12,eval-physics-q12-spherical-comb,physics-11,"What is the significance of the ""transition state"" or ""activation energy"" in the context of reactions or changes?",30,3.868528,7.626827,3.758299,5,2,chemistry-7|chemistry-22|chemistry-37|chemistry-16|physics-11,chemistry-12|physics-11|physics-9|physics-6|physics-50
spherical-comb,cross-encoder,moving-average,biology,13,eval-biology-q13-spherical-comb,biology-8,How does the system manage or respond to external stress or changes in conditions?,30,1.948459,8.626827,6.678368,not retrieved,2,chemistry-5|biology-30|biology-41|biology-14|biology-50,biology-1|biology-8|biology-14|biology-5|biology-50
spherical-comb,cross-encoder,moving-average,chemistry,13,eval-chemistry-q13-spherical-comb,chemistry-5,How does the system manage or respond to external stress or changes in conditions?,30,10.000000,11.317529,1.317529,1,1,chemistry-5|biology-30|biology-41|biology-14|biology-50,chemistry-5|biology-14|chemistry-4|chemistry-1|chemistry-12
spherical-comb,cross-encoder,moving-average,physics,13,eval-physics-q13-spherical-comb,physics-3,How does the system manage or respond to external stress or changes in conditions?,30,0.000000,11.948459,11.948459,not retrieved,1,chemistry-5|biology-30|biology-41|biology-14|biology-50,physics-3|physics-10|physics-50|physics-1|physics-28
spherical-comb,cross-encoder,moving-average,biology,14,eval-biology-q14-spherical-comb,biology-1,How are collisions or interactions between particles fundamental to the system's dynamics?,30,0.386853,7.448459,7.061606,not retrieved,3,chemistry-11|physics-13|physics-1|physics-23|biology-50,biology-50|biology-11|biology-1|biology-14|biology-6
spherical-comb,cross-encoder,moving-average,chemistry,14,eval-chemistry-q14-spherical-comb,chemistry-2,How are collisions or interactions between particles fundamental to the system's dynamics?,30,1.000000,8.626827,7.626827,not retrieved,2,chemistry-11|physics-13|physics-1|physics-23|biology-50,chemistry-11|chemistry-2|chemistry-1|chemistry-17|chemistry-18
spherical-comb,cross-encoder,moving-average,physics,14,eval-physics-q14-spherical-comb,physics-1,How are collisions or interactions between particles fundamental to the system's dynamics?,30,6.061606,8.626827,2.565221,3,2,chemistry-11|physics-13|physics-1|physics-23|biology-50,physics-13|physics-1|physics-28|physics-23|physics-3
spherical-comb,cross-encoder,moving-average,biology,15,eval-biology-q15-spherical-comb,biology-1,What is the role of probability or statistics in describing the system's behavior?,30,0.000000,6.824548,6.824548,not retrieved,4,physics-1|physics-12|physics-50|physics-21|physics-44,biology-50|biology-11|biology-14|biology-1|biology-9
spherical-comb,cross-encoder,moving-average,chemistry,15,eval-chemistry-q15-spherical-comb,chemistry-8,What is the role of probability or statistics in describing the system's behavior?,30,0.000000,2.448459,2.448459,not retrieved,not retrieved,physics-1|physics-12|physics-50|physics-21|physics-44,chemistry-1|chemistry-19|physics-11|chemistry-4|chemistry-11
spherical-comb,cross-encoder,moving-average,physics,15,eval-physics-q15-spherical-comb,physics-1,What is the role of probability or statistics in describing the system's behavior?,30,11.948459,11.948459,0.000000,1,1,physics-1|physics-12|physics-50|physics-21|physics-44,physics-1|physics-12|physics-50|physics-10|physics-21
spherical-comb,cross-encoder,moving-average,biology,16,eval-biology-q16-spherical-comb,biology-4,"How does the concept of ""potential energy"" or ""potential well"" relate to system stability?",30,0.000000,1.948459,1.948459,not retrieved,not retrieved,physics-6|physics-29|physics-50|physics-12|physics-27,physics-40|biology-14|biology-8|biology-9|biology-33
spherical-comb,cross-encoder,moving-average,chemistry,16,eval-chemistry-q16-spherical-comb,chemistry-1,"How does the concept of ""potential energy"" or ""potential well"" relate to system stability?",30,0.000000,6.448459,6.448459,not retrieved,3,physics-6|physics-29|physics-50|physics-12|physics-27,physics-29|chemistry-12|chemistry-1|chemistry-4|chemistry-18
spherical-comb,cross-encoder,moving-average,physics,16,eval-physics-q16-spherical-comb,physics-6,"How does the concept of ""potential energy"" or ""potential well"" relate to system stability?",30,11.948459,11.948459,0.000000,1,1,physics-6|physics-29|physics-50|physics-12|physics-27,physics-6|physics-29|physics-50|physics-12|physics-9
spherical-comb,cross-encoder,moving-average,biology,17,eval-biology-q17-spherical-comb,biology-5,How does the system resist the natural tendency toward disorder or uniformity?,30,0.630930,7.448459,6.817529,not retrieved,3,chemistry-4|biology-1|physics-12|physics-1|physics-46,biology-32|biology-1|biology-5|biology-14|biology-50
spherical-comb,cross-encoder,moving-average,chemistry,17,eval-chemistry-q17-spherical-comb,chemistry-4,How does the system resist the natural tendency toward disorder or uniformity?,30,10.000000,11.948459,1.948459,1,1,chemistry-4|biology-1|physics-12|physics-1|physics-46,chemistry-4|chemistry-9|chemistry-19|chemistry-1|chemistry-12
spherical-comb,cross-encoder,moving-average,physics,17,eval-physics-q17-spherical-comb,physics-2,How does the system resist the natural tendency toward disorder or uniformity?,30,1.317529,2.948459,1.630930,not retrieved,not retrieved,chemistry-4|biology-1|physics-12|physics-1|physics-46,physics-12|physics-1|physics-10|physics-50|physics-28
spherical-comb,cross-encoder,moving-average,biology,18,eval-biology-q18-spherical-comb,biology-1,What is the relationship between the microscopic behavior of particles and macroscopic properties?,30,0.000000,1.317529,1.317529,not retrieved,not retrieved,physics-1|physics-3|physics-28|physics-13|physics-23,physics-1|physics-3|biology-16|biology-50|biology-9
spherical-comb,cross-encoder,moving-average,chemistry,18,eval-chemistry-q18-spherical-comb,chemistry-21,What is the relationship between the microscopic behavior of particles and macroscopic properties?,30,0.000000,1.317529,1.317529,not retrieved,not retrieved,physics-1|physics-3|physics-28|physics-13|physics-23,physics-1|physics-28|chemistry-1|chemistry-11|chemistry-12
spherical-comb,cross-encoder,moving-average,physics,18,eval-physics-q18-spherical-comb,physics-1,What is the relationship between the microscopic behavior of particles and macroscopic properties?,30,11.948459,11.948459,0.000000,1,1,physics-1|physics-3|physics-28|physics-13|physics-23,physics-1|physics-3|physics-28|physics-13|physics-50
spherical-comb,cross-encoder,moving-average,biology,19,eval-biology-q19-spherical-comb,biology-12,How does the system utilize or dissipate heat?,30,1.500000,2.948459,1.448459,not retrieved,not retrieved,biology-26|physics-37|biology-48|physics-32|physics-43,biology-26|biology-48|biology-1|biology-14|biology-5
spherical-comb,cross-encoder,moving-average,chemistry,19,eval-chemistry-q19-spherical-comb,chemistry-16,How does the system utilize or dissipate heat?,30,0.000000,2.948459,2.948459,not retrieved,not retrieved,biology-26|physics-37|biology-48|physics-32|physics-43,chemistry-4|chemistry-17|chemistry-1|chemistry-12|chemistry-6
spherical-comb,cross-encoder,moving-average,physics,19,eval-physics-q19-spherical-comb,physics-3,How does the system utilize or dissipate heat?,30,1.448459,11.948459,10.500000,not retrieved,1,biology-26|physics-37|biology-48|physics-32|physics-43,physics-3|physics-37|physics-13|physics-50|physics-10
spherical-comb,cross-encoder,moving-average,biology,20,eval-biology-q20-spherical-comb,biology-3,"How is the concept of ""work"" defined or utilized in the context of energy transformation?",30,0.000000,2.948459,2.948459,not retrieved,not retrieved,physics-24|physics-3|physics-17|physics-10|physics-43,biology-8|biology-14|biology-19|biology-5|biology-36
spherical-comb,cross-encoder,moving-average,chemistry,20,eval-chemistry-q20-spherical-comb,chemistry-5,"How is the concept of ""work"" defined or utilized in the context of energy transformation?",30,0.000000,2.948459,2.948459,not retrieved,not retrieved,physics-24|physics-3|physics-17|physics-10|physics-43,chemistry-1|chemistry-19|chemistry-16|chemistry-4|chemistry-17
spherical-comb,cross-encoder,moving-average,physics,20,eval-physics-q20-spherical-comb,physics-3,"How is the concept of ""work"" defined or utilized in the context of energy transformation?",30,8.626827,11.948459,3.321632,2,1,physics-24|physics-3|physics-17|physics-10|physics-43,physics-3|physics-17|physics-10|physics-50|physics-28
spherical-comb,cross-encoder,moving-average,biology,21,eval-biology-q21-spherical-comb,biology-2,How do specific molecular structures or environments influence reaction rates or system behavior?,30,0.430677,2.317529,1.886853,not retrieved,not retrieved,chemistry-1|chemistry-2|chemistry-34|biology-31|chemistry-10,biology-31|chemistry-10|biology-11|biology-32|biology-39
spherical-comb,cross-encoder,moving-average,chemistry,21,eval-chemistry-q21-spherical-comb,chemistry-2,How do specific molecular structures or environments influence reaction rates or system behavior?,30,8.196150,8.626827,0.430677,2,2,chemistry-1|chemistry-2|chemistry-34|biology-31|chemistry-10,chemistry-1|chemistry-2|chemistry-17|chemistry-6|chemistry-11
spherical-comb,cross-encoder,moving-average,physics,21,eval-physics-q21-spherical-comb,physics-6,How do specific molecular structures or environments influence reaction rates or system behavior?,30,0.000000,2.948459,2.948459,not retrieved,not retrieved,chemistry-1|chemistry-2|chemistry-34|biology-31|chemistry-10,physics-29|physics-12|physics-1|physics-50|physics-13
spherical-comb,cross-encoder,moving-average,biology,22,eval-biology-q22-spherical-comb,biology-1,"What is the significance of the ""steady state"" or ""dynamic equilibrium"" in these systems?",30,0.817529,11.948459,11.130930,not retrieved,1,physics-23|chemistry-36|chemistry-18|biology-6|biology-33,biology-1|biology-6|biology-14|biology-33|biology-11
spherical-comb,cross-encoder,moving-average,chemistry,22,eval-chemistry-q22-spherical-comb,chemistry-1,"What is the significance of the ""steady state"" or ""dynamic equilibrium"" in these systems?",30,1.130930,11.948459,10.817529,not retrieved,1,physics-23|chemistry-36|chemistry-18|biology-6|biology-33,chemistry-1|chemistry-12|chemistry-18|chemistry-28|chemistry-49
spherical-comb,cross-encoder,moving-average,physics,22,eval-physics-q22-spherical-comb,physics-23,"What is the significance of the ""steady state"" or ""dynamic equilibrium"" in these systems?",30,10.000000,8.626827,-1.373173,1,2,physics-23|chemistry-36|chemistry-18|biology-6|biology-33,physics-50|physics-23|physics-10|physics-12|physics-28
spherical-comb,cross-encoder,moving-average,biology,23,eval-biology-q23-spherical-comb,biology-5,How does the system handle the flow of matter or particles?,30,2.317529,2.948459,0.630930,not retrieved,not retrieved,biology-11|chemistry-4|biology-6|biology-50|biology-41,biology-11|biology-6|biology-39|biology-14|biology-50
spherical-comb,cross-encoder,moving-average,chemistry,23,eval-chemistry-q23-spherical-comb,chemistry-2,How does the system handle the flow of matter or particles?,30,0.630930,1.948459,1.317529,not retrieved,not retrieved,biology-11|chemistry-4|biology-6|biology-50|biology-41,biology-11|chemistry-4|chemistry-9|chemistry-19|chemistry-1
spherical-comb,cross-encoder,moving-average,physics,23,eval-physics-q23-spherical-comb,physics-5,How does the system handle the flow of matter or particles?,30,0.000000,2.948459,2.948459,not retrieved,not retrieved,biology-11|chemistry-4|biology-6|biology-50|biology-41,physics-1|physics-12|physics-13|physics-28|physics-50
spherical-comb,cross-encoder,moving-average,biology,24,eval-biology-q24-spherical-comb,biology-12,How is the efficiency of energy conversion or transduction addressed?,30,2.948459,2.948459,0.000000,not retrieved,not retrieved,biology-25|biology-36|biology-46|biology-23|biology-33,biology-25|biology-36|biology-19|biology-8|biology-5
spherical-comb,cross-encoder,moving-average,chemistry,24,eval-chemistry-q24-spherical-comb,chemistry-12,How is the efficiency of energy conversion or transduction addressed?,30,0.000000,8.626827,8.626827,not retrieved,2,biology-25|biology-36|biology-46|biology-23|biology-33,chemistry-1|chemistry-12|chemistry-19|chemistry-4|chemistry-6
spherical-comb,cross-encoder,moving-average,physics,24,eval-physics-q24-spherical-comb,physics-14,How is the efficiency of energy conversion or transduction addressed?,30,0.000000,2.948459,2.948459,not retrieved,not retrieved,biology-25|biology-36|biology-46|biology-23|biology-33,physics-10|physics-27|physics-9|physics-1|physics-50
spherical-comb,cross-encoder,moving-average,biology,25,eval-biology-q25-spherical-comb,biology-2,What role does water or the solvent play in the system's dynamics?,30,0.000000,1.948459,1.948459,not retrieved,not retrieved,chemistry-6|chemistry-27|chemistry-17|chemistry-2|chemistry-13,chemistry-17|biology-11|biology-5|biology-1|biology-31
spherical-comb,cross-encoder,moving-average,chemistry,25,eval-chemistry-q25-spherical-comb,chemistry-2,What role does water or the solvent play in the system's dynamics?,30,6.824548,7.448459,0.623911,4,3,chemistry-6|chemistry-27|chemistry-17|chemistry-2|chemistry-13,chemistry-6|chemistry-17|chemistry-2|chemistry-13|chemistry-28
spherical-comb,cross-encoder,moving-average,physics,25,eval-physics-q25-spherical-comb,physics-5,What role does water or the solvent play in the system's dynamics?,30,0.000000,0.817529,0.817529,not retrieved,not retrieved,chemistry-6|chemistry-27|chemistry-17|chemistry-2|chemistry-13,chemistry-6|chemistry-17|chemistry-2|physics-34|physics-28
spherical-comb,cross-encoder,moving-average,biology,26,eval-biology-q26-spherical-comb,biology-6,"How are ""rates"" or ""speed"" of processes determined or regulated?",30,5.324548,8.626827,3.302279,4,2,chemistry-18|biology-11|chemistry-1|biology-6|biology-28,biology-11|biology-6|biology-32|biology-8|biology-39
spherical-comb,cross-encoder,moving-average,chemistry,26,eval-chemistry-q26-spherical-comb,chemistry-12,"How are ""rates"" or ""speed"" of processes determined or regulated?",30,1.500000,6.193618,4.693618,not retrieved,4,chemistry-18|biology-11|chemistry-1|biology-6|biology-28,chemistry-18|biology-11|chemistry-1|chemistry-12|chemistry-49
spherical-comb,cross-encoder,moving-average,physics,26,eval-physics-q26-spherical-comb,physics-11,"How are ""rates"" or ""speed"" of processes determined or regulated?",30,0.000000,1.948459,1.948459,not retrieved,not retrieved,chemistry-18|biology-11|chemistry-1|biology-6|biology-28,chemistry-1|physics-13|physics-1|physics-28|physics-50
spherical-comb,cross-encoder,moving-average,biology,27,eval-biology-q27-spherical-comb,biology-6,How does the system adapt to changes in energy availability or demand?,30,2.448459,11.948459,9.500000,not retrieved,1,biology-41|biology-21|physics-32|biology-24|biology-14,biology-6|biology-14|biology-1|biology-8|biology-19
spherical-comb,cross-encoder,moving-average,chemistry,27,eval-chemistry-q27-spherical-comb,chemistry-5,How does the system adapt to changes in energy availability or demand?,30,0.000000,2.948459,2.948459,not retrieved,not retrieved,biology-41|biology-21|physics-32|biology-24|biology-14,chemistry-4|chemistry-16|chemistry-12|chemistry-17|chemistry-1
spherical-comb,cross-encoder,moving-average,physics,27,eval-physics-q27-spherical-comb,physics-3,How does the system adapt to changes in energy availability or demand?,30,0.500000,8.626827,8.126827,not retrieved,2,biology-41|biology-21|physics-32|biology-24|biology-14,physics-32|physics-3|physics-10|physics-50|physics-1
spherical-comb,cross-encoder,moving-average,biology,28,eval-biology-q28-spherical-comb,biology-1,What is the relationship between order and disorder in the system?,30,5.000000,11.948459,6.948459,3,1,physics-12|chemistry-8|biology-1|chemistry-4|chemistry-19,biology-1|biology-39|biology-14|biology-5|biology-33
spherical-comb,cross-encoder,moving-average,chemistry,28,eval-chemistry-q28-spherical-comb,chemistry-4,What is the relationship between order and disorder in the system?,30,5.324548,8.626827,3.302279,4,2,physics-12|chemistry-8|biology-1|chemistry-4|chemistry-19,chemistry-8|chemistry-4|chemistry-19|chemistry-1|chemistry-12
spherical-comb,cross-encoder,moving-average,physics,28,eval-physics-q28-spherical-comb,physics-2,What is the relationship between order and disorder in the system?,30,1.000000,2.948459,1.948459,not retrieved,not retrieved,physics-12|chemistry-8|biology-1|chemistry-4|chemistry-19,physics-12|physics-10|physics-3|physics-1|physics-50
spherical-comb,cross-encoder,moving-average,biology,29,eval-biology-q29-spherical-comb,biology-2,"How do ""forces"" (intermolecular, electric, mechanical) influence the system?",30,0.000000,7.448459,7.448459,not retrieved,3,chemistry-2|chemistry-45|chemistry-25|chemistry-9|chemistry-6,biology-25|biology-14|biology-2|biology-11|biology-5
spherical-comb,cross-encoder,moving-average,chemistry,29,eval-chemistry-q29-spherical-comb,chemistry-2,"How do ""forces"" (intermolecular, electric, mechanical) influence the system?",30,11.948459,11.948459,0.000000,1,1,chemistry-2|chemistry-45|chemistry-25|chemistry-9|chemistry-6,chemistry-2|chemistry-17|chemistry-4|chemistry-6|chemistry-1
spherical-comb,cross-encoder,moving-average,physics,29,eval-physics-q29-spherical-comb,physics-3,"How do ""forces"" (intermolecular, electric, mechanical) influence the system?",30,0.000000,11.948459,11.948459,not retrieved,1,chemistry-2|chemistry-45|chemistry-25|chemistry-9|chemistry-6,physics-3|physics-1|physics-44|physics-28|physics-50
spherical-comb,cross-encoder,moving-average,biology,30,eval-biology-q30-spherical-comb,biology-1,"How is the concept of ""time"" or ""evolution"" of the system treated?",30,0.000000,2.948459,2.948459,not retrieved,not retrieved,physics-23|physics-44|physics-2|physics-10|chemistry-36,biology-11|biology-50|biology-8|biology-19|biology-36
spherical-comb,cross-encoder,moving-average,chemistry,30,eval-chemistry-q30-spherical-comb,chemistry-1,"How is the concept of ""time"" or ""evolution"" of the system treated?",30,0.386853,8.626827,8.239974,not retrieved,2,physics-23|physics-44|physics-2|physics-10|chemistry-36,chemistry-19|chemistry-1|chemistry-6|chemistry-18|chemistry-2
spherical-comb,cross-encoder,moving-average,physics,30,eval-physics-q30-spherical-comb,physics-16,"How is the concept of ""time"" or ""evolution"" of the system treated?",30,2.561606,2.948459,0.386853,not retrieved,not retrieved,physics-23|physics-44|physics-2|physics-10|chemistry-36,physics-23|physics-44|physics-10|physics-50|physics-1
