combine_strategy,rerank_strategy,update_strategy,persona,question_number,username,expected_chunk_id,neutral_question,priming_question_count,baseline_score,post_priming_score,delta,baseline_expected_rank,post_priming_expected_rank,baseline_chunk_ids,post_priming_chunk_ids
linear-comb,cross-encoder,moving-average,soccer,20,eval-soccer-q20-linear-comb,soccer_rules_full-47,How do you initiate a fast break?,25,1.000000,1.000000,0.000000,not retrieved,not retrieved,soccer_rules_full-20|basketball_rules_full-20|basketball_rules_full-47|football_rules_full-20|hockey_rules_full-20,soccer_rules_full-20|basketball_rules_full-20|basketball_rules_full-47|football_rules_full-20|hockey_rules_full-20
linear-comb,cross-encoder,moving-average,basketball,21,eval-basketball-q21-linear-comb,basketball_rules_full-42,What is the legal way to contact an opponent?,25,0.430677,0.430677,0.000000,not retrieved,not retrieved,football_rules_full-21|soccer_rules_full-21|football_rules_full-6|basketball_rules_full-21|hockey_rules_full-21,football_rules_full-21|soccer_rules_full-21|football_rules_full-6|basketball_rules_full-21|hockey_rules_full-21
linear-comb,cross-encoder,moving-average,football,21,eval-football-q21-linear-comb,football_rules_full-18,What is the legal way to contact an opponent?,25,1.500000,1.500000,0.000000,not retrieved,not retrieved,football_rules_full-21|soccer_rules_full-21|football_rules_full-6|basketball_rules_full-21|hockey_rules_full-21,football_rules_full-21|soccer_rules_full-21|football_rules_full-6|basketball_rules_full-21|hockey_rules_full-21
linear-comb,cross-encoder,moving-average,hockey,21,eval-hockey-q21-linear-comb,hockey_rules_full-34,What is the legal way to contact an opponent?,25,0.386853,0.386853,0.000000,not retrieved,not retrieved,football_rules_full-21|soccer_rules_full-21|football_rules_full-6|basketball_rules_full-21|hockey_rules_full-21,football_rules_full-21|soccer_rules_full-21|football_rules_full-6|basketball_rules_full-21|hockey_rules_full-21
linear-comb,cross-encoder,moving-average,soccer,21,eval-soccer-q21-linear-comb,soccer_rules_full-35,What is the legal way to contact an opponent?,25,0.630930,0.630930,0.000000,not retrieved,not retrieved,football_rules_full-21|soccer_rules_full-21|football_rules_full-6|basketball_rules_full-21|hockey_rules_full-21,football_rules_full-21|soccer_rules_full-21|football_rules_full-6|basketball_rules_full-21|hockey_rules_full-21
linear-comb,cross-encoder,moving-average,basketball,22,eval-basketball-q22-linear-comb,basketball_rules_full-17,What is a double-header?,25,1.386853,1.386853,0.000000,not retrieved,not retrieved,basketball_rules_full-22|hockey_rules_full-22|football_rules_full-22|soccer_rules_full-22|basketball_rules_full-36,basketball_rules_full-22|hockey_rules_full-22|football_rules_full-22|soccer_rules_full-22|basketball_rules_full-29
linear-comb,cross-encoder,moving-average,football,22,eval-football-q22-linear-comb,football_rules_full-12,What is a double-header?,25,0.500000,0.500000,0.000000,not retrieved,not retrieved,basketball_rules_full-22|hockey_rules_full-22|football_rules_full-22|soccer_rules_full-22|basketball_rules_full-36,basketball_rules_full-22|hockey_rules_full-22|football_rules_full-22|soccer_rules_full-22|basketball_rules_full-29
linear-comb,cross-encoder,moving-average,hockey,22,eval-hockey-q22-linear-comb,hockey_rules_full-5,What is a double-header?,25,0.630930,0.630930,0.000000,not retrieved,not retrieved,basketball_rules_full-22|hockey_rules_full-22|football_rules_full-22|soccer_rules_full-22|basketball_rules_full-36,basketball_rules_full-22|hockey_rules_full-22|football_rules_full-22|soccer_rules_full-22|basketball_rules_full-29
linear-comb,cross-encoder,moving-average,soccer,22,eval-soccer-q22-linear-comb,soccer_rules_full-15,What is a double-header?,25,0.430677,0.430677,0.000000,not retrieved,not retrieved,basketball_rules_full-22|hockey_rules_full-22|football_rules_full-22|soccer_rules_full-22|basketball_rules_full-36,basketball_rules_full-22|hockey_rules_full-22|football_rules_full-22|soccer_rules_full-22|basketball_rules_full-29
linear-comb,cross-encoder,moving-average,basketball,23,eval-basketball-q23-linear-comb,basketball_rules_full-50,How do you earn a free shot?,25,1.000000,1.386853,0.386853,not retrieved,not retrieved,basketball_rules_full-23|football_rules_full-23|hockey_rules_full-23|soccer_rules_full-23|soccer_rules_full-27,basketball_rules_full-23|football_rules_full-23|hockey_rules_full-23|soccer_rules_full-23|basketball_rules_full-40
linear-comb,cross-encoder,moving-average,football,23,eval-football-q23-linear-comb,football_rules_full-21,How do you earn a free shot?,25,0.630930,0.630930,0.000000,not retrieved,not retrieved,basketball_rules_full-23|football_rules_full-23|hockey_rules_full-23|soccer_rules_full-23|soccer_rules_full-27,basketball_rules_full-23|football_rules_full-23|hockey_rules_full-23|soccer_rules_full-23|soccer_rules_full-27
linear-comb,cross-encoder,moving-average,hockey,23,eval-hockey-q23-linear-comb,hockey_rules_full-9,How do you earn a free shot?,25,0.500000,0.500000,0.000000,not retrieved,not retrieved,basketball_rules_full-23|football_rules_full-23|hockey_rules_full-23|soccer_rules_full-23|soccer_rules_full-27,basketball_rules_full-23|football_rules_full-23|hockey_rules_full-23|soccer_rules_full-23|soccer_rules_full-27
linear-comb,cross-encoder,moving-average,soccer,23,eval-soccer-q23-linear-comb,soccer_rules_full-10,How do you earn a free shot?,25,0.817529,0.817529,0.000000,not retrieved,not retrieved,basketball_rules_full-23|football_rules_full-23|hockey_rules_full-23|soccer_rules_full-23|soccer_rules_full-27,basketball_rules_full-23|football_rules_full-23|hockey_rules_full-23|soccer_rules_full-23|soccer_rules_full-27
linear-comb,cross-encoder,moving-average,basketball,24,eval-basketball-q24-linear-comb,basketball_rules_full-29,What is the meaning of a 'clean sheet' or 'shutout'?,25,0.386853,0.386853,0.000000,not retrieved,not retrieved,soccer_rules_full-24|hockey_rules_full-24|soccer_rules_full-33|football_rules_full-24|basketball_rules_full-24,soccer_rules_full-24|hockey_rules_full-24|soccer_rules_full-33|football_rules_full-24|basketball_rules_full-24
linear-comb,cross-encoder,moving-average,football,24,eval-football-q24-linear-comb,football_rules_full-41,What is the meaning of a 'clean sheet' or 'shutout'?,25,0.430677,0.430677,0.000000,not retrieved,not retrieved,soccer_rules_full-24|hockey_rules_full-24|soccer_rules_full-33|football_rules_full-24|basketball_rules_full-24,soccer_rules_full-24|hockey_rules_full-24|soccer_rules_full-33|football_rules_full-24|basketball_rules_full-24
linear-comb,cross-encoder,moving-average,hockey,24,eval-hockey-q24-linear-comb,hockey_rules_full-21,What is the meaning of a 'clean sheet' or 'shutout'?,25,0.630930,0.630930,0.000000,not retrieved,not retrieved,soccer_rules_full-24|hockey_rules_full-24|soccer_rules_full-33|football_rules_full-24|basketball_rules_full-24,soccer_rules_full-24|hockey_rules_full-24|soccer_rules_full-33|football_rules_full-24|basketball_rules_full-24
linear-comb,cross-encoder,moving-average,soccer,24,eval-soccer-q24-linear-comb,soccer_rules_full-2,What is the meaning of a 'clean sheet' or 'shutout'?,25,1.500000,1.500000,0.000000,not retrieved,not retrieved,soccer_rules_full-24|hockey_rules_full-24|soccer_rules_full-33|football_rules_full-24|basketball_rules_full-24,soccer_rules_full-24|hockey_rules_full-24|soccer_rules_full-33|football_rules_full-24|basketball_rules_full-24
linear-comb,cross-encoder,moving-average,basketball,25,eval-basketball-q25-linear-comb,basketball_rules_full-47,How do you define a 'save'?,25,0.430677,0.430677,0.000000,not retrieved,not retrieved,soccer_rules_full-25|football_rules_full-25|hockey_rules_full-25|basketball_rules_full-25|football_rules_full-28,soccer_rules_full-25|football_rules_full-25|hockey_rules_full-25|basketball_rules_full-25|football_rules_full-28
linear-comb,cross-encoder,moving-average,football,25,eval-football-q25-linear-comb,football_rules_full-14,How do you define a 'save'?,25,1.017783,1.017783,0.000000,not retrieved,not retrieved,soccer_rules_full-25|football_rules_full-25|hockey_rules_full-25|basketball_rules_full-25|football_rules_full-28,soccer_rules_full-25|football_rules_full-25|hockey_rules_full-25|basketball_rules_full-25|football_rules_full-28
linear-comb,cross-encoder,moving-average,hockey,25,eval-hockey-q25-linear-comb,hockey_rules_full-36,How do you define a 'save'?,25,0.500000,0.886853,0.386853,not retrieved,not retrieved,soccer_rules_full-25|football_rules_full-25|hockey_rules_full-25|basketball_rules_full-25|football_rules_full-28,soccer_rules_full-25|football_rules_full-25|hockey_rules_full-25|basketball_rules_full-25|hockey_rules_full-6
linear-comb,cross-encoder,moving-average,soccer,25,eval-soccer-q25-linear-comb,soccer_rules_full-20,How do you define a 'save'?,25,1.000000,1.000000,0.000000,not retrieved,not retrieved,soccer_rules_full-25|football_rules_full-25|hockey_rules_full-25|basketball_rules_full-25|football_rules_full-28,soccer_rules_full-25|football_rules_full-25|hockey_rules_full-25|basketball_rules_full-25|football_rules_full-28
spherical-comb,cross-encoder,moving-average,basketball,1,eval-basketball-q01-spherical-comb,basketball_rules_full-49,What constitutes a goal?,25,1.000000,1.817529,0.817529,not retrieved,not retrieved,basketball_rules_full-1|soccer_rules_full-1|hockey_rules_full-1|football_rules_full-2|soccer_rules_full-2,basketball_rules_full-1|football_rules_full-2|soccer_rules_full-11|basketball_rules_full-40|basketball_rules_full-26
spherical-comb,cross-encoder,moving-average,football,1,eval-football-q01-spherical-comb,football_rules_full-37,What constitutes a goal?,25,0.430677,0.430677,0.000000,not retrieved,not retrieved,basketball_rules_full-1|soccer_rules_full-1|hockey_rules_full-1|football_rules_full-2|soccer_rules_full-2,basketball_rules_full-1|soccer_rules_full-1|hockey_rules_full-1|football_rules_full-2|soccer_rules_full-2
spherical-comb,cross-encoder,moving-average,hockey,1,eval-hockey-q01-spherical-comb,hockey_rules_full-31,What constitutes a goal?,25,0.500000,2.317529,1.817529,not retrieved,not retrieved,basketball_rules_full-1|soccer_rules_full-1|hockey_rules_full-1|football_rules_full-2|soccer_rules_full-2,hockey_rules_full-1|basketball_rules_full-34|hockey_rules_full-25|hockey_rules_full-26|hockey_rules_full-21
spherical-comb,cross-encoder,moving-average,soccer,1,eval-soccer-q01-spherical-comb,soccer_rules_full-24,What constitutes a goal?,25,1.017783,1.448459,0.430677,not retrieved,not retrieved,basketball_rules_full-1|soccer_rules_full-1|hockey_rules_full-1|football_rules_full-2|soccer_rules_full-2,basketball_rules_full-1|soccer_rules_full-1|football_rules_full-2|soccer_rules_full-2|soccer_rules_full-44
spherical-comb,cross-encoder,moving-average,basketball,2,eval-basketball-q02-spherical-comb,basketball_rules_full-5,How do you define the goal line?,25,0.386853,0.930677,0.543824,not retrieved,not retrieved,soccer_rules_full-2|football_rules_full-2|hockey_rules_full-2|soccer_rules_full-1|basketball_rules_full-2,soccer_rules_full-2|football_rules_full-2|basketball_rules_full-2|basketball_rules_full-26|soccer_rules_full-11
spherical-comb,cross-encoder,moving-average,football,2,eval-football-q02-spherical-comb,football_rules_full-32,How do you define the goal line?,25,0.630930,1.017783,0.386853,not retrieved,not retrieved,soccer_rules_full-2|football_rules_full-2|hockey_rules_full-2|soccer_rules_full-1|basketball_rules_full-2,soccer_rules_full-2|football_rules_full-2|hockey_rules_full-2|basketball_rules_full-2|football_rules_full-26
spherical-comb,cross-encoder,moving-average,hockey,2,eval-hockey-q02-spherical-comb,hockey_rules_full-10,How do you define the goal line?,25,0.500000,1.317529,0.817529,not retrieved,not retrieved,soccer_rules_full-2|football_rules_full-2|hockey_rules_full-2|soccer_rules_full-1|basketball_rules_full-2,soccer_rules_full-2|football_rules_full-2|hockey_rules_full-2|hockey_rules_full-1|hockey_rules_full-26
spherical-comb,cross-encoder,moving-average,soccer,2,eval-soccer-q02-spherical-comb,soccer_rules_full-41,How do you define the goal line?,25,1.430677,1.817529,0.386853,not retrieved,not retrieved,soccer_rules_full-2|football_rules_full-2|hockey_rules_full-2|soccer_rules_full-1|basketball_rules_full-2,soccer_rules_full-2|football_rules_full-2|basketball_rules_full-2|soccer_rules_full-44|soccer_rules_full-26
spherical-comb,cross-encoder,moving-average,basketball,3,eval-basketball-q03-spherical-comb,basketball_rules_full-7,What is the penalty for a hand ball?,25,0.500000,0.886853,0.386853,not retrieved,not retrieved,soccer_rules_full-3|hockey_rules_full-3|basketball_rules_full-3|football_rules_full-37|football_rules_full-3,soccer_rules_full-3|hockey_rules_full-3|basketball_rules_full-3|soccer_rules_full-11|basketball_rules_full-26
spherical-comb,cross-encoder,moving-average,football,3,eval-football-q03-spherical-comb,football_rules_full-20,What is the penalty for a hand ball?,25,0.817529,1.317529,0.500000,not retrieved,not retrieved,soccer_rules_full-3|hockey_rules_full-3|basketball_rules_full-3|football_rules_full-37|football_rules_full-3,soccer_rules_full-3|hockey_rules_full-3|football_rules_full-37|football_rules_full-29|football_rules_full-7
spherical-comb,cross-encoder,moving-average,hockey,3,eval-hockey-q03-spherical-comb,hockey_rules_full-12,What is the penalty for a hand ball?,25,0.630930,1.448459,0.817529,not retrieved,not retrieved,soccer_rules_full-3|hockey_rules_full-3|basketball_rules_full-3|football_rules_full-37|football_rules_full-3,soccer_rules_full-3|hockey_rules_full-3|basketball_rules_full-3|hockey_rules_full-43|hockey_rules_full-21
spherical-comb,cross-encoder,moving-average,soccer,3,eval-soccer-q03-spherical-comb,soccer_rules_full-27,What is the penalty for a hand ball?,25,1.000000,1.817529,0.817529,not retrieved,not retrieved,soccer_rules_full-3|hockey_rules_full-3|basketball_rules_full-3|football_rules_full-37|football_rules_full-3,soccer_rules_full-3|hockey_rules_full-3|basketball_rules_full-3|soccer_rules_full-26|soccer_rules_full-11
spherical-comb,cross-encoder,moving-average,basketball,4,eval-basketball-q04-spherical-comb,basketball_rules_full-39,How does the draft work?,25,1.386853,2.317529,0.930677,not retrieved,not retrieved,basketball_rules_full-4|noise-36|soccer_rules_full-4|hockey_rules_full-4|basketball_rules_full-49,basketball_rules_full-4|noise-36|basketball_rules_full-40|basketball_rules_full-26|basketball_rules_full-32
spherical-comb,cross-encoder,moving-average,football,4,eval-football-q04-spherical-comb,football_rules_full-13,How does the draft work?,25,0.000000,0.817529,0.817529,not retrieved,not retrieved,basketball_rules_full-4|noise-36|soccer_rules_full-4|hockey_rules_full-4|basketball_rules_full-49,basketball_rules_full-4|noise-36|hockey_rules_full-4|football_rules_full-33|football_rules_full-26
spherical-comb,cross-encoder,moving-average,hockey,4,eval-hockey-q04-spherical-comb,hockey_rules_full-13,How does the draft work?,25,0.430677,1.948459,1.517783,not retrieved,not retrieved,basketball_rules_full-4|noise-36|soccer_rules_full-4|hockey_rules_full-4|basketball_rules_full-49,basketball_rules_full-4|hockey_rules_full-4|hockey_rules_full-26|hockey_rules_full-6|hockey_rules_full-21
spherical-comb,cross-encoder,moving-average,soccer,4,eval-soccer-q04-spherical-comb,soccer_rules_full-37,How does the draft work?,25,0.500000,0.886853,0.386853,not retrieved,not retrieved,basketball_rules_full-4|noise-36|soccer_rules_full-4|hockey_rules_full-4|basketball_rules_full-49,basketball_rules_full-4|noise-36|soccer_rules_full-4|hockey_rules_full-4|soccer_rules_full-26
spherical-comb,cross-encoder,moving-average,basketball,5,eval-basketball-q05-spherical-comb,basketball_rules_full-20,What are the rules for a substitution?,25,0.630930,0.817529,0.186600,not retrieved,not retrieved,soccer_rules_full-5|basketball_rules_full-5|hockey_rules_full-5|football_rules_full-5|soccer_rules_full-40,soccer_rules_full-5|hockey_rules_full-5|soccer_rules_full-11|basketball_rules_full-26|basketball_rules_full-40
spherical-comb,cross-encoder,moving-average,football,5,eval-football-q05-spherical-comb,football_rules_full-11,What are the rules for a substitution?,25,0.430677,4.299205,3.868528,not retrieved,5,soccer_rules_full-5|basketball_rules_full-5|hockey_rules_full-5|football_rules_full-5|soccer_rules_full-40,soccer_rules_full-5|hockey_rules_full-5|soccer_rules_full-40|football_rules_full-26|football_rules_full-11
spherical-comb,cross-encoder,moving-average,hockey,5,eval-hockey-q05-spherical-comb,hockey_rules_full-40,What are the rules for a substitution?,25,0.500000,1.448459,0.948459,not retrieved,not retrieved,soccer_rules_full-5|basketball_rules_full-5|hockey_rules_full-5|football_rules_full-5|soccer_rules_full-40,soccer_rules_full-5|hockey_rules_full-5|soccer_rules_full-40|hockey_rules_full-21|hockey_rules_full-43
spherical-comb,cross-encoder,moving-average,soccer,5,eval-soccer-q05-spherical-comb,soccer_rules_full-42,What are the rules for a substitution?,25,1.386853,2.317529,0.930677,not retrieved,not retrieved,soccer_rules_full-5|basketball_rules_full-5|hockey_rules_full-5|football_rules_full-5|soccer_rules_full-40,soccer_rules_full-5|hockey_rules_full-5|soccer_rules_full-40|soccer_rules_full-11|soccer_rules_full-26
spherical-comb,cross-encoder,moving-average,basketball,6,eval-basketball-q06-spherical-comb,basketball_rules_full-40,How do you execute a proper block?,25,0.430677,7.239974,6.809298,not retrieved,2,hockey_rules_full-6|football_rules_full-6|soccer_rules_full-6|basketball_rules_full-6|hockey_rules_full-21,football_rules_full-6|basketball_rules_full-40|basketball_rules_full-20|basketball_rules_full-26|hockey_rules_full-21
spherical-comb,cross-encoder,moving-average,football,6,eval-football-q06-spherical-comb,football_rules_full-15,How do you execute a proper block?,25,0.630930,2.561606,1.930677,not retrieved,not retrieved,hockey_rules_full-6|football_rules_full-6|soccer_rules_full-6|basketball_rules_full-6|hockey_rules_full-21,football_rules_full-6|football_rules_full-33|football_rules_full-2|football_rules_full-26|hockey_rules_full-21
spherical-comb,cross-encoder,moving-average,hockey,6,eval-hockey-q06-spherical-comb,hockey_rules_full-48,How do you execute a proper block?,25,1.386853,2.317529,0.930677,not retrieved,not retrieved,hockey_rules_full-6|football_rules_full-6|soccer_rules_full-6|basketball_rules_full-6|hockey_rules_full-21,hockey_rules_full-6|basketball_rules_full-34|hockey_rules_full-25|hockey_rules_full-3|hockey_rules_full-21
spherical-comb,cross-encoder,moving-average,soccer,6,eval-soccer-q06-spherical-comb,soccer_rules_full-33,How do you execute a proper block?,25,0.500000,1.561606,1.061606,not retrieved,not retrieved,hockey_rules_full-6|football_rules_full-6|soccer_rules_full-6|basketball_rules_full-6|hockey_rules_full-21,football_rules_full-6|soccer_rules_full-6|soccer_rules_full-47|soccer_rules_full-29|hockey_rules_full-21
spherical-comb,cross-encoder,moving-average,basketball,7,eval-basketball-q07-spherical-comb,basketball_rules_full-33,What is the penalty for a personal foul?,25,0.817529,1.317529,0.500000,not retrieved,not retrieved,football_rules_full-7|hockey_rules_full-7|soccer_rules_full-7|basketball_rules_full-7|basketball_rules_full-31,football_rules_full-7|hockey_rules_full-7|basketball_rules_full-7|basketball_rules_full-40|basketball_rules_full-26
spherical-comb,cross-encoder,moving-average,football,7,eval-football-q07-spherical-comb,football_rules_full-33,What is the penalty for a personal foul?,25,1.000000,1.000000,0.000000,not retrieved,not retrieved,football_rules_full-7|hockey_rules_full-7|soccer_rules_full-7|basketball_rules_full-7|basketball_rules_full-31,football_rules_full-7|hockey_rules_full-7|soccer_rules_full-7|basketball_rules_full-7|soccer_rules_full-39
spherical-comb,cross-encoder,moving-average,hockey,7,eval-hockey-q07-spherical-comb,hockey_rules_full-4,What is the penalty for a personal foul?,25,0.630930,1.448459,0.817529,not retrieved,not retrieved,football_rules_full-7|hockey_rules_full-7|soccer_rules_full-7|basketball_rules_full-7|basketball_rules_full-31,football_rules_full-7|hockey_rules_full-7|basketball_rules_full-7|hockey_rules_full-23|hockey_rules_full-43
spherical-comb,cross-encoder,moving-average,soccer,7,eval-soccer-q07-spherical-comb,soccer_rules_full-48,What is the penalty for a personal foul?,25,0.500000,0.886853,0.386853,not retrieved,not retrieved,football_rules_full-7|hockey_rules_full-7|soccer_rules_full-7|basketball_rules_full-7|basketball_rules_full-31,football_rules_full-7|hockey_rules_full-7|soccer_rules_full-7|basketball_rules_full-7|soccer_rules_full-26
spherical-comb,cross-encoder,moving-average,basketball,8,eval-basketball-q08-spherical-comb,basketball_rules_full-26,How long is a standard period of play?,25,0.430677,0.817529,0.386853,not retrieved,not retrieved,soccer_rules_full-8|hockey_rules_full-8|football_rules_full-8|basketball_rules_full-8|hockey_rules_full-39,soccer_rules_full-8|hockey_rules_full-8|football_rules_full-8|basketball_rules_full-8|basketball_rules_full-41
spherical-comb,cross-encoder,moving-average,football,8,eval-football-q08-spherical-comb,football_rules_full-48,How long is a standard period of play?,25,0.500000,0.886853,0.386853,not retrieved,not retrieved,soccer_rules_full-8|hockey_rules_full-8|football_rules_full-8|basketball_rules_full-8|hockey_rules_full-39,soccer_rules_full-8|hockey_rules_full-8|football_rules_full-8|basketball_rules_full-8|football_rules_full-26
spherical-comb,cross-encoder,moving-average,hockey,8,eval-hockey-q08-spherical-comb,hockey_rules_full-32,How long is a standard period of play?,25,1.017783,1.017783,0.000000,not retrieved,not retrieved,soccer_rules_full-8|hockey_rules_full-8|football_rules_full-8|basketball_rules_full-8|hockey_rules_full-39,soccer_rules_full-8|hockey_rules_full-8|football_rules_full-8|basketball_rules_full-8|hockey_rules_full-28
spherical-comb,cross-encoder,moving-average,soccer,8,eval-soccer-q08-spherical-comb,soccer_rules_full-5,How long is a standard period of play?,25,1.000000,1.386853,0.386853,not retrieved,not retrieved,soccer_rules_full-8|hockey_rules_full-8|football_rules_full-8|basketball_rules_full-8|hockey_rules_full-39,soccer_rules_full-8|hockey_rules_full-8|football_rules_full-8|basketball_rules_full-8|soccer_rules_full-11
spherical-comb,cross-encoder,moving-average,basketball,9,eval-basketball-q09-spherical-comb,basketball_rules_full-8,What is the role of the captain?,25,1.000000,1.930677,0.930677,not retrieved,not retrieved,basketball_rules_full-9|soccer_rules_full-9|hockey_rules_full-9|football_rules_full-9|noise-44,basketball_rules_full-9|hockey_rules_full-9|basketball_rules_full-42|basketball_rules_full-26|hockey_rules_full-11
spherical-comb,cross-encoder,moving-average,football,9,eval-football-q09-spherical-comb,football_rules_full-40,What is the role of the captain?,25,0.430677,1.317529,0.886853,not retrieved,not retrieved,basketball_rules_full-9|soccer_rules_full-9|hockey_rules_full-9|football_rules_full-9|noise-44,basketball_rules_full-9|hockey_rules_full-9|football_rules_full-50|football_rules_full-26|football_rules_full-2
spherical-comb,cross-encoder,moving-average,hockey,9,eval-hockey-q09-spherical-comb,hockey_rules_full-49,What is the role of the captain?,25,0.500000,1.948459,1.448459,not retrieved,not retrieved,basketball_rules_full-9|soccer_rules_full-9|hockey_rules_full-9|football_rules_full-9|noise-44,basketball_rules_full-9|hockey_rules_full-9|hockey_rules_full-36|hockey_rules_full-6|hockey_rules_full-11
spherical-comb,cross-encoder,moving-average,soccer,9,eval-soccer-q09-spherical-comb,soccer_rules_full-8,What is the role of the captain?,25,0.630930,1.317529,0.686600,not retrieved,not retrieved,basketball_rules_full-9|soccer_rules_full-9|hockey_rules_full-9|football_rules_full-9|noise-44,basketball_rules_full-9|hockey_rules_full-9|soccer_rules_full-42|soccer_rules_full-26|soccer_rules_full-18
spherical-comb,cross-encoder,moving-average,basketball,10,eval-basketball-q10-spherical-comb,basketball_rules_full-46,How do you define out of bounds?,25,1.000000,1.386853,0.386853,not retrieved,not retrieved,basketball_rules_full-10|football_rules_full-10|soccer_rules_full-10|hockey_rules_full-10|hockey_rules_full-27,basketball_rules_full-10|football_rules_full-10|soccer_rules_full-10|hockey_rules_full-10|basketball_rules_full-26
spherical-comb,cross-encoder,moving-average,football,10,eval-football-q10-spherical-comb,football_rules_full-16,How do you define out of bounds?,25,0.630930,1.017783,0.386853,not retrieved,not retrieved,basketball_rules_full-10|football_rules_full-10|soccer_rules_full-10|hockey_rules_full-10|hockey_rules_full-27,basketball_rules_full-10|football_rules_full-10|soccer_rules_full-10|hockey_rules_full-10|football_rules_full-2
spherical-comb,cross-encoder,moving-average,hockey,10,eval-hockey-q10-spherical-comb,hockey_rules_full-14,How do you define out of bounds?,25,0.817529,0.817529,0.000000,not retrieved,not retrieved,basketball_rules_full-10|football_rules_full-10|soccer_rules_full-10|hockey_rules_full-10|hockey_rules_full-27,basketball_rules_full-10|football_rules_full-10|soccer_rules_full-10|hockey_rules_full-10|hockey_rules_full-27
spherical-comb,cross-encoder,moving-average,soccer,10,eval-soccer-q10-spherical-comb,soccer_rules_full-30,How do you define out of bounds?,25,0.500000,0.886853,0.386853,not retrieved,not retrieved,basketball_rules_full-10|football_rules_full-10|soccer_rules_full-10|hockey_rules_full-10|hockey_rules_full-27,basketball_rules_full-10|football_rules_full-10|soccer_rules_full-10|hockey_rules_full-10|soccer_rules_full-26
spherical-comb,cross-encoder,moving-average,basketball,11,eval-basketball-q11-spherical-comb,basketball_rules_full-13,What is a technical violation?,25,0.817529,0.817529,0.000000,not retrieved,not retrieved,football_rules_full-11|soccer_rules_full-11|hockey_rules_full-11|basketball_rules_full-11|basketball_rules_full-33,football_rules_full-11|soccer_rules_full-11|hockey_rules_full-11|basketball_rules_full-11|basketball_rules_full-26
spherical-comb,cross-encoder,moving-average,football,11,eval-football-q11-spherical-comb,football_rules_full-47,What is a technical violation?,25,1.000000,1.386853,0.386853,not retrieved,not retrieved,football_rules_full-11|soccer_rules_full-11|hockey_rules_full-11|basketball_rules_full-11|basketball_rules_full-33,football_rules_full-11|soccer_rules_full-11|hockey_rules_full-11|basketball_rules_full-11|football_rules_full-26
spherical-comb,cross-encoder,moving-average,hockey,11,eval-hockey-q11-spherical-comb,hockey_rules_full-22,What is a technical violation?,25,0.500000,0.886853,0.386853,not retrieved,not retrieved,football_rules_full-11|soccer_rules_full-11|hockey_rules_full-11|basketball_rules_full-11|basketball_rules_full-33,football_rules_full-11|soccer_rules_full-11|hockey_rules_full-11|basketball_rules_full-11|hockey_rules_full-3
spherical-comb,cross-encoder,moving-average,soccer,11,eval-soccer-q11-spherical-comb,soccer_rules_full-12,What is a technical violation?,25,0.630930,1.017783,0.386853,not retrieved,not retrieved,football_rules_full-11|soccer_rules_full-11|hockey_rules_full-11|basketball_rules_full-11|basketball_rules_full-33,football_rules_full-11|soccer_rules_full-11|hockey_rules_full-11|basketball_rules_full-11|soccer_rules_full-26
spherical-comb,cross-encoder,moving-average,basketball,12,eval-basketball-q12-spherical-comb,basketball_rules_full-45,What are the requirements for a hat trick?,25,0.886853,0.886853,0.000000,not retrieved,not retrieved,soccer_rules_full-12|hockey_rules_full-12|basketball_rules_full-12|football_rules_full-12|basketball_rules_full-36,soccer_rules_full-12|hockey_rules_full-12|basketball_rules_full-12|soccer_rules_full-11|basketball_rules_full-40
spherical-comb,cross-encoder,moving-average,football,12,eval-football-q12-spherical-comb,football_rules_full-36,What are the requirements for a hat trick?,25,0.430677,0.817529,0.386853,not retrieved,not retrieved,soccer_rules_full-12|hockey_rules_full-12|basketball_rules_full-12|football_rules_full-12|basketball_rules_full-36,soccer_rules_full-12|hockey_rules_full-12|basketball_rules_full-12|football_rules_full-11|football_rules_full-33
spherical-comb,cross-encoder,moving-average,hockey,12,eval-hockey-q12-spherical-comb,hockey_rules_full-44,What are the requirements for a hat trick?,25,0.630930,1.948459,1.317529,not retrieved,not retrieved,soccer_rules_full-12|hockey_rules_full-12|basketball_rules_full-12|football_rules_full-12|basketball_rules_full-36,soccer_rules_full-12|hockey_rules_full-12|hockey_rules_full-21|hockey_rules_full-26|hockey_rules_full-3
spherical-comb,cross-encoder,moving-average,soccer,12,eval-soccer-q12-spherical-comb,soccer_rules_full-18,What are the requirements for a hat trick?,25,1.000000,1.817529,0.817529,not retrieved,not retrieved,soccer_rules_full-12|hockey_rules_full-12|basketball_rules_full-12|football_rules_full-12|basketball_rules_full-36,soccer_rules_full-12|hockey_rules_full-12|basketball_rules_full-12|soccer_rules_full-11|soccer_rules_full-29
spherical-comb,cross-encoder,moving-average,basketball,13,eval-basketball-q13-spherical-comb,basketball_rules_full-27,How does overtime work in the playoffs?,25,1.000000,1.386853,0.386853,not retrieved,not retrieved,basketball_rules_full-13|football_rules_full-13|hockey_rules_full-13|soccer_rules_full-13|hockey_rules_full-45,basketball_rules_full-13|hockey_rules_full-13|soccer_rules_full-13|hockey_rules_full-45|basketball_rules_full-40
